"ORG_UNIT_ID","ORG_UNIT_LVL","TRNST_NUM","ORG_UNIT_NM","CITY","CLS_DT","OPN_DT","PH_NUM","POSTAL_ZIP_CD","PROV_STATE","STRT_ADDR","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
68535007,,"03235","PRICESMART COLOMBIA, DOMINICAN REPUBLIC           ",STO. DOMINGO      ,,,                                        ,       ,DOMINICAN REPUBLIC,"AV. REPUBLICA DE COLOMBIA, ARROYO HONDO   ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575257,,"19539","BANK ONE, LOUISIANA                               ",NEW ORLEANS       ,,,                                        ,"701 60 ",LOUISIANA         ,P.O. BOX 60279                            ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576529,Transit        ,"40543",BONAVISTA                                         ,BONAVISTA         ,,,                                        ,A0C 1B0,NEWFOUNDLAND      ,"64 CHURCH STREET, P.O. BOX 249            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
77933006,,"54064",PROGRAM CENTRAL                                   ,TORONTO           ,,,                                        ,       ,ONTARIO           ,"44 KING STREET EAST                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580265,,"23895",SINGAPORE BRANCH                                  ,SINGAPORE         ,,,                                        ,"048583 ",SINGAPORE         ,"1 RAFFLES QUAY #20-01 NORTH TOWER         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79140001,,"00365","GAAP CITI ACQUISITION, PANAMA                     ",PANAMA            ,,,                                        ,       ,REPUBLIC OF PANAMA,"PUNTA PACIFICA, TORRE DE LAS AMERICAS     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
78005021,,"49148",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,SASKATCHEWAN      ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577156,Transit        ,"40972",SAULT STE. MARIE - BUSINESS BANKING CENTRE        ,SAULT STE. MARIE  ,,,                                        ,P6A 5W9,ONTARIO           ,"293 BAY STREET                            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196311,,"34744",LEARNING EXPERIENCE                               ,                  ,,,                                        ,       ,ONTARIO           ,                                          ,2017-09-15-00.24.03.000000,2023-12-07-21.15.31.000000
65745057,,"98608",RETAIL PRODUCTS (HISTORY ONLY)                    ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 7TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579721,,"00875",BNS LONDON DERIVATIVE PRODUCTS                    ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578278,Transit        ,"05256","GAGE & FENNELL, HAMILTON, ONTARIO                 ",HAMILTON          ,,,                                        ,L8T 1R1,ONTARIO           ,"997 A  FENNELL AVENUE EAST                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575810,Transit        ,"45112","QUEEN STREET, SAULT STE. MARIE, ONT.              ",SAULT STE MARIE   ,,,                                        ,P6A 2A1,ONTARIO           ,"500 QUEEN STREET EAST                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578086,,"42838",NT-SOTS (NON-RESTRUCTURING)                       ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"EXECUTIVE OFFICE, 44 KING STREET WEST     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575572,,"83626","MT PUBLIC AFFAIRS, TORONTO, ONTARIO               ",TORONTO           ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575019,,"70821",MONTREAL DATA CENTRE DATA PREPARATION             ,******************,,,                                        ,H3C 3C6,******************,                                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575713,,"13706","MT H.R. CNTRL AND ATLANTIC, TORONTO, ONT          ",TORONTO           ,,,                                        ,M5C 2W8,ONTARIO           ,"100 UNIVERSITY AVE, 11TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578554,,"63768",SCOTIA MCLEOD ACCOUNT ACCESS                      ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET, 15TH FLOOR                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579244,,"55715",SCOTIA BANC INC. (TOPS)                           ,"ATLANTA, GEORGIA  ",,,                                        ,"30308  ",UNITED STATES     ,"600 PEACH TREE STREET, SUITE 2700         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578340,Transit        ,"32003",ATLANTIC SERVICE CENTRE - SALES                   ,HALIFAX           ,,,                                        ,B3J 1N9,NOVA SCOTIA       ,"5201 DUKE STREET                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576644,Transit        ,"30353",MIDDLETON                                         ,MIDDLETON         ,,,                                        ,B0S 1P0,NOVA SCOTIA       ,"301 MAIN STREET #293, P.O. BOX 190        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578001,,"51748",NT - OPAC                                         ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"EXECUTIVE OFFICE, 44 KING STREET WEST     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578311,,"57745",EXPATRIATE OFFICERS - PERU                        ,"SAN SIDRO, LIMA 27",,,                                        ,       ,PERU              ,"CAMINO REAL,NO. 815                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68984000,,"02154",RECONCILIATION MGMT CONTROLS PROJ                 ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 7TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68042004,,"81984",HRSS INTERNATIONAL PROJECTS                       ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING ST W, 12TH FLOOR                  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577004,,"70870",B. C. DATA SERVICE CENTRE                         ,VANCOUVER 2       ,,,                                        ,V6J 1V4,BRITISH COLUMBIA  ,P.O. BOX 6650                             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576716,Transit        ,"51102","BLOOR & CHURCH, TORONTO, ONT.                     ",TORONTO           ,,,                                        ,M4W 1B9,ONTARIO           ,"160 BLOOR STREET EAST                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577451,Transit        ,"22301","QUEEN MARY, MONTREAL, QUEBEC                      ",MONTREAL          ,,,                                        ,H3W 1X5,QUEBEC            ,"5272 QUEEN MARY ROAD                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576256,Transit        ,"30304",TELESCOTIA COSTA RICA                             ,SAN JOSE          ,,,                                        ,       ,COSTA RICA        ,"TORRE SCOTIABANK PASEO COLON,ANTIGUA TORRE",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579287,,"56358",BENEFIT COSTS - PACIFIC                           ,SCARBOROUGH       ,,,                                        ,M1K 5L1,ONTARIO           ,"7 - 888 BIRCHMOUNT ROAD                   ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576349,,"61440",PRINCE GEORGE- BUILDING ADMIN                     ,******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579554,,"91504",SMALL BUSINESS UNIT                               ,                  ,,,                                        ,       ,REPUBLIC OF PANAMA,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
73580009,Transit        ,"98996",NON-AML OPS CHARGEBACK - BOGOTA                   ,TORONTO           ,,,                                        ,M5C 2T6,ONTARIO           ,"20 ADELAIDE STREET EAST, SUITE 1250       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577540,,"45625","SBL - CRC, CABLE BEACH                            ",******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79691000,,"01917",CAMPBELL HEIGHTS SURREY GP                        ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 13TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75009000,,"65557",GWO TOR-SECURITY DEPOSITORY                       ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 24TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577240,Transit        ,"20784",NACKAWIC                                          ,NACKAWIC          ,,,                                        ,E6G 1H1,NEW BRUNSWICK     ,"135 OTIS DRIVE, UNIT 115                  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578394,,"07955",SCOTIABANK DE PUERTO RICO PROC SUPPORT CTR        ,******************,,,                                        ,       ,PUERTO RICO       ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578814,,"59295",SCOTIA FONDOS - GRUPO INVERLAT                    ,                  ,,,                                        ,       ,MEXICO            ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579916,,"01135",FIXED INCOME - NYA - OTC DERIVATIVES              ,NEW YORK          ,,,                                        ,"10006  ",UNITED STATES     ,"ONE LIBERTY PLAZA, NEW YORK               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
70952004,,"74757",TRANSFORMATION OFFICE                             ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 24TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576444,Transit        ,"20107","EMERSON, MAN.                                     ",EMERSON           ,,,                                        ,R0A 0L0,MANITOBA          ,P O BOX 130                               ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578421,Transit        ,"56416",DEALER FINANCE LOANS - ONTARIO REGION             ,STRATFORD         ,,,                                        ,N4Z 1H3,ALBERTA           ,"P. O. BOX 1833, STATION M                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575620,Transit        ,"91181","ST. JEROME, QUEBEC                                ",ST. JEROME        ,,,                                        ,J7Y 3S7,QUEBEC            ,"CARREFOUR DU NORD, 900 BLVD. GRIGNON      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
71997001,,"05553",MORTGAGE AGGREGATION HEDGE ACCOUNTING ADJ         ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 24TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578510,,"98095",GRUPO FINANCIERO INVERLAT - GAAP                  ,******************,,,                                        ,       ,MEXICO            ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
72868013,,"72694",CONTRACTOR POOL ISC PENTESTING                    ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580100,,"02253","SPRING GARDEN PLACE-PHASE II, HALIFAX, N.S        ",HALIFAX           ,,,                                        ,       ,NOVA SCOTIA       ,SPRING GARDEN ROAD&BRENTON  STREET        ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577372,,"03202",GOV'T. RELATIONS & LEGISLATION-ADMIN.             ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
76409014,,"65813",CHTSWAPS - ADJ                                    ,TORONTO           ,,,                                        ,M5H 1N1,ONTARIO           ,"11 ADELAIDE STREET WEST, 4TH FLOOR        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579568,,"01867",SENCHA                                            ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576313,,"00245",OLD HAITI GAAP                                    ,                  ,,,                                        ,       ,HAITI W.I.        ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577133,Transit        ,"24802","660 GARDINERS ROAD, KINGSTON, ONTARIO             ",KINGSTON          ,,,                                        ,K7M 3X9,ONTARIO           ,"660 GARDINERS ROAD                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
