"CCAR_BASEL_PRD_TP_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","PRD_SHT_NM","EXPSR_SUB_TP_CD","BASEL_1_ASST_TP_CD","REGULATORY_PRD_TP_CD","PD_BAND_CD","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
OTHER_CON_CC_02_03_02,"201604","999912",OCCC020302                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_02_03_04,"201604","999912",OCCC020304                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_02_04_01,"201604","999912",OCCC020401                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_02_04_03,"201604","999912",OCCC020403                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_02_04_05,"201604","999912",OCCC020405                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_02_05_01,"201604","999912",OCCC020501                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_02_05_03,"201604","999912",OCCC020503                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_03_01,"201604","999912",RCCL040301                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_03_02,"201604","999912",RCCL040302                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_03_03,"201604","999912",RCCL040303                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_03_04,"201604","999912",RCCL040304                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_04_01,"201604","999912",RCCL040401                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_06_01_03,"201604","999912",ITLRV060103                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_06_01_04,"201604","999912",ITLRV060104                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_06_01_06,"201604","999912",ITLRV060106                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_06_01_08,"201604","999912",ITLRV060108                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_07_01_01,"201604","999912",ITLRV070101                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_07_01_04,"201604","999912",ITLRV070104                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_08_04_04,"201604","999912",RCCL080404                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_08_05_05,"201604","999912",RCCL080505                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_01_01,"201604","999912",RCCL090101                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_01_02,"201604","999912",RCCL090102                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_01_03,"201604","999912",RCCL090103                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_01_05,"201604","999912",RCCL090105                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_02_01,"201604","999912",RCCL090201                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_02_04_01,"201604","999912",RCCL020401                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_02_04_02,"201604","999912",RCCL020402                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_02_04_04,"201604","999912",RCCL020404                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_02_05_05,"201604","999912",RCCL020505                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_01_01,"201604","999912",RCCL030101                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_01_02,"201604","999912",RCCL030102                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_01_03,"201604","999912",RCCL030103                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_01_04,"201604","999912",RCCL030104                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_02_01,"201604","999912",RCCL030201                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_02_02,"201604","999912",RCCL030202                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_02_03,"201604","999912",RCCL030203                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_02_04,"201604","999912",RCCL030204                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_03_01,"201604","999912",RCCL030301                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_02_04,"201604","999912",RCCL060204                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_03_01,"201604","999912",RCCL060301                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_03_02,"201604","999912",RCCL060302                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_03_03,"201604","999912",RCCL060303                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_03_04,"201604","999912",RCCL060304                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_03_05,"201604","999912",RCCL060305                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_04_01,"201604","999912",RCCL060401                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_02_05,"201604","999912",OCCC040205                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_03_02,"201604","999912",OCCC040302                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_03_04,"201604","999912",OCCC040304                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_03_05,"201604","999912",OCCC040305                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_04_01,"201604","999912",OCCC040401                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_04_03,"201604","999912",OCCC040403                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_04_02,"201604","999912",RCCL040402                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_04_03,"201604","999912",RCCL040403                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_04_04_04,"201604","999912",RCCL040404                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_05_01_05,"201604","999912",RCCL050105                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_05_02_05,"201604","999912",RCCL050205                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_05_03_05,"201604","999912",RCCL050305                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_05_05_01,"201604","999912",RCCL050501                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_05_05_02,"201604","999912",RCCL050502                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_05_05_03,"201604","999912",RCCL050503                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_01_01,"201604","999912",OCCC030101                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_01_03,"201604","999912",OCCC030103                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_01_05,"201604","999912",OCCC030105                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_02_02,"201604","999912",OCCC030202                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_02_02,"201604","999912",RCCL090202                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_02_05,"201604","999912",RCCL090205                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_03_01,"201604","999912",RCCL090301                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_03_05,"201604","999912",RCCL090305                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_04_05,"201604","999912",RCCL090405                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_03_05,"201604","999912",OCCC060305                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_04_01,"201604","999912",OCCC060401                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_04_02,"201604","999912",OCCC060402                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_04_04,"201604","999912",OCCC060404                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_05_02,"201604","999912",OCCC060502                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_06_05_04,"201604","999912",OCCC060504                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_01_02,"201604","999912",OCCC070102                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_01_05,"201604","999912",OCCC070105                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_03_03_02,"201604","999912",RCCL030302                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_99_01_06,"201604","999912",ITLRV990106                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_99_01_08,"201604","999912",ITLRV990108                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
Line Of Credit,"201604","999912",LOC                                     ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
Other Retail,"201604","999912",OTH                                     ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_01_01,"201604","999912",OCCC010101                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_01_03,"201604","999912",OCCC010103                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_01_05,"201604","999912",OCCC010105                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_02_02,"201604","999912",OCCC010202                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_02_04,"201604","999912",OCCC010204                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_03_01,"201604","999912",OCCC010301                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_03_03,"201604","999912",OCCC010303                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_03_05,"201604","999912",OCCC010305                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_04_04,"201604","999912",OCCC040404                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_05_01,"201604","999912",OCCC040501                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_05_04,"201604","999912",OCCC040504                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_01_02,"201604","999912",OCCC050102                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_01_04,"201604","999912",OCCC050104                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_02_01,"201604","999912",OCCC050201                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_02_03,"201604","999912",OCCC050203                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_05_03_02,"201604","999912",OCCC050302                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_04_02,"201604","999912",RCCL060402                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_04_03,"201604","999912",RCCL060403                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_04_05,"201604","999912",RCCL060405                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_05_03,"201604","999912",RCCL060503                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_06_05_04,"201604","999912",RCCL060504                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_03_01,"201604","999912",OCCC030301                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_03_03,"201604","999912",OCCC030303                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_03_05,"201604","999912",OCCC030305                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_04_04,"201604","999912",OCCC030404                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_04_05,"201604","999912",OCCC030405                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_05_02,"201604","999912",OCCC030502                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_03_05_05,"201604","999912",OCCC030505                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_01_02,"201604","999912",OCCC040102                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_01_04,"201604","999912",OCCC040104                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_02_01,"201604","999912",OCCC040201                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_04_02_03,"201604","999912",OCCC040203                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_AUTO_06_01_02,"201604","999912",DTLAUTO060102                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_AUTO_06_01_03,"201604","999912",DTLAUTO060103                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_02_01,"201604","999912",OCCC070201                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_02_04,"201604","999912",OCCC070204                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_03_03,"201604","999912",OCCC070303                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_03_05,"201604","999912",OCCC070305                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_04_02,"201604","999912",OCCC070402                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_07_04_04,"201604","999912",OCCC070404                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_05_01,"201604","999912",RCCL090501                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
